id,name,area,salary,type,published_at,created_at,archived,employer,snippet,experience,employment,alternate_url
128763005,Стажер Data Scientist (CV),"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T18:42:15+0300,2025-12-15T18:42:15+0300,False,"{'id': '5488399', 'name': 'Ecom.tech', 'url': 'https://api.hh.ru/employers/5488399', 'alternate_url': 'https://hh.ru/employer/5488399', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/6884605.png', '90': 'https://img.hhcdn.ru/employer-logo-round/6884606.png', '240': 'https://img.hhcdn.ru/employer-logo-round/6884607.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5488399', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Данные: SQL (PostgreSQL/ClickHouse/GreenPlum), S3, Polars, Pandas, NumPy. Процессы: Jira, Confluence. Обязательные навыки и знания: Знания и умение...', 'responsibility': 'Разработка: Python, Git, FastAPI, GitLab, Docker, Prometheus, Grafana. ML инфраструктура: JupyterHub, MLFlow, Airflow. Участие в полном цикле разработки решений в...'}","{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128763005
128084293,"Senior Data Scientist, моделирование продуктов B2B, Ozon Банк","{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-16T12:29:23+0300,2025-12-16T12:29:23+0300,False,"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/5899116.png', '90': 'https://img.hhcdn.ru/employer-logo-round/5899117.png', '240': 'https://img.hhcdn.ru/employer-logo-round/5899118.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы в кредитном скоринге от 3 лет. Умение работать с данными (анализ, очистка, подготовка, отбор и создание признаков), навыки...', 'responsibility': 'Отвечать за разработку и поддержку ML-моделей для работы с юридическими лицами (PD, прогноз выручки, оценка залога и тд). '}","{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128084293
128084268,"Senior Data Scientist, Моделирование продуктов B2C, Ozon Bank","{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-16T12:27:05+0300,2025-12-16T12:27:05+0300,False,"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/5899116.png', '90': 'https://img.hhcdn.ru/employer-logo-round/5899117.png', '240': 'https://img.hhcdn.ru/employer-logo-round/5899118.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы в кредитном скоринге от 2 лет. Умение работать с данными (анализ, очистка, подготовка, отбор и создание признаков), навыки...', 'responsibility': 'Разрабатывать и поддерживать ML-модели для кредитования физических лиц. Развивать и поддерживать внутренний фреймворк для разработки моделей. Генерировать и применять...'}","{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128084268
128761271,Lead/Senior Data Scientist,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T17:32:20+0300,2025-12-15T17:32:20+0300,False,"{'id': '1809605', 'name': 'Страховая компания Сбербанк страхование', 'url': 'https://api.hh.ru/employers/1809605', 'alternate_url': 'https://hh.ru/employer/1809605', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/3551146.jpeg', '90': 'https://img.hhcdn.ru/employer-logo-round/3551147.jpeg', '240': 'https://img.hhcdn.ru/employer-logo-round/3551148.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1809605', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Опыт работы с Python и библиотеками: pytorch, pandas, numpy, SQLAlchemy, Scikit-learn, Matplotlib/Seaborn. Писать поддерживаемый, читаемый код; участвовать в...', 'responsibility': 'Проведение исследовательского анализа данных (EDA) для выявления ключевых метрик и закономерностей, построение моделей. <highlighttext>Data</highlighttext>-driven подход к разработке. '}","{'id': 'moreThan6', 'name': 'Более 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128761271
128735176,Senior Data Scientist,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T09:32:28+0300,2025-12-15T09:32:28+0300,False,"{'id': '1111946', 'name': 'Электронная торговая площадка Газпромбанка', 'url': 'https://api.hh.ru/employers/1111946', 'alternate_url': 'https://hh.ru/employer/1111946', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original/1423923.png', '90': 'https://img.hhcdn.ru/employer-logo/7315341.png', '240': 'https://img.hhcdn.ru/employer-logo/7315342.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1111946', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Опыт работы в <highlighttext>Data</highlighttext> Science не менее 4 лет, включая проекты с ML/Deep Learning. Высокий уровень владения Python, R...', 'responsibility': 'Проведение исследований и анализ экспериментов с данными (структурированными и неструктурированными: текст, изображения, видео, аудио). Разработка и внедрение моделей машинного и...'}","{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128735176
127072707,Data Scientist (CV),"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T09:05:37+0300,2025-12-15T09:05:37+0300,False,"{'id': '5860936', 'name': 'Лоция', 'url': 'https://api.hh.ru/employers/5860936', 'alternate_url': 'https://hh.ru/employer/5860936', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5860936', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Разработка интеллектуальной системы детекции событий на основе видеоаналитики. Тебе предстоит научить систему не просто ""видеть"" объекты, но и ""понимать"" контекст...', 'responsibility': 'Разработка и совершенствование систем детекции и трекинга специального транспорта: Это подразумевает работу со сложными сценариями: изменение освещенности, погодные помехи (дождь...'}","{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/127072707
127072708,Data Scientist (CV),"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T09:05:37+0300,2025-12-15T09:05:37+0300,False,"{'id': '5860936', 'name': 'Лоция', 'url': 'https://api.hh.ru/employers/5860936', 'alternate_url': 'https://hh.ru/employer/5860936', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5860936', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Разработка интеллектуальной системы детекции событий на основе видеоаналитики. Тебе предстоит научить систему не просто ""видеть"" объекты, но и ""понимать"" контекст...', 'responsibility': 'Разработка и совершенствование систем детекции и трекинга специального транспорта: Это подразумевает работу со сложными сценариями: изменение освещенности, погодные помехи (дождь...'}","{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/127072708
127072709,Data Scientist (CV),"{'id': '88', 'name': 'Казань', 'url': 'https://api.hh.ru/areas/88'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T09:05:37+0300,2025-12-15T09:05:37+0300,False,"{'id': '5860936', 'name': 'Лоция', 'url': 'https://api.hh.ru/employers/5860936', 'alternate_url': 'https://hh.ru/employer/5860936', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5860936', 'country_id': 1, 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Разработка интеллектуальной системы детекции событий на основе видеоаналитики. Тебе предстоит научить систему не просто ""видеть"" объекты, но и ""понимать"" контекст...', 'responsibility': 'Разработка и совершенствование систем детекции и трекинга специального транспорта: Это подразумевает работу со сложными сценариями: изменение освещенности, погодные помехи (дождь...'}","{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/127072709
128759170,Стажер Data Scientist (NLP),"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-15T16:39:33+0300,2025-12-15T16:39:33+0300,False,"{'id': '5488399', 'name': 'Ecom.tech', 'url': 'https://api.hh.ru/employers/5488399', 'alternate_url': 'https://hh.ru/employer/5488399', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/6884605.png', '90': 'https://img.hhcdn.ru/employer-logo-round/6884606.png', '240': 'https://img.hhcdn.ru/employer-logo-round/6884607.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5488399', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Данные: SQL (PostgreSQL/ClickHouse/GreenPlum), S3, Polars, Pandas, NumPy. Процессы: Jira, Confluence. Обязательные навыки: Знания и умение работать с...', 'responsibility': 'Сейчас мы ищем стажеров на проекты по разработке, адаптации и внедрению новых NLP-решений — от классических моделей для анализа текста...'}","{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128759170
128316418,Data Scientist,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",2025-12-14T13:21:46+0300,2025-12-14T13:21:46+0300,False,"{'id': '856498', 'name': 'Леста Игры', 'url': 'https://api.hh.ru/employers/856498', 'alternate_url': 'https://hh.ru/employer/856498', 'logo_urls': {'original': 'https://img.hhcdn.ru/employer-logo-original-round/7126465.png', '90': 'https://img.hhcdn.ru/employer-logo-round/7126466.png', '240': 'https://img.hhcdn.ru/employer-logo-round/7126467.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=856498', 'country_id': 1, 'accredited_it_employer': True, 'trusted': True}","{'requirement': 'Высшее техническое образование. Опыт работы на позиции <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext> (Machine Learning или Deep Learning Engineer) от 3-4 лет. ', 'responsibility': 'Выявлять потребности бизнеса, анализировать бизнес-процессы и формулировать требования для постановки DS-задач. Собирать данные из разных источников, оценивать их...'}","{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",https://hh.ru/vacancy/128316418
